"","date","RT_sum","fav_sum","RT_avg","fav_avg","count","maxresponse","approve","disapprove","viral"
"436",2018-04-12,158050,731790,15805,73179,10,139592,40.63083,53.26645,"NA"
"437",2018-04-13,170579,695656,28429.8333333333,115942.666666667,6,178384,40.77415,53.20907,"NA"
"438",2018-04-14,110611,464572,36870.3333333333,154857.333333333,3,243650,40.77415,53.20907,"90"
"439",2018-04-15,204524,871638,25565.5,108954.75,8,171302,40.59587,53.78901,"NA"
"440",2018-04-16,50450,210377,25225,105188.5,2,141525,40.70876,53.57156,"NA"
"441",2018-04-17,153933,735123,15393.3,73512.3,10,149344,40.59293,53.83203,"NA"
"442",2018-04-18,214752,907822,17896,75651.8333333333,12,144429,40.16125,54.26796,"NA"
"443",2018-04-19,224991,931731,17307,71671.6153846154,13,123550,40.21317,54.22119,"NA"
"444",2018-04-20,248377,994577,27597.4444444444,110508.555555556,9,233703,40.28197,54.28614,"90"
"445",2018-04-21,262521,1144180,15442.4117647059,67304.7058823529,17,175019,40.28197,54.28614,"NA"
"446",2018-04-22,176152,795471,22019,99433.875,8,149878,40.28197,54.28614,"NA"
"447",2018-04-23,106651,453486,26662.75,113371.5,4,186044,40.16019,54.26084,"NA"
"448",2018-04-24,89468,410230,11183.5,51278.75,8,114586,40.34375,53.9503,"NA"
"449",2018-04-25,238457,960603,39742.8333333333,160100.5,6,470621,40.51619,53.66458,"99"
"450",2018-04-26,48273,258179,16091,86059.6666666667,3,122144,40.59169,53.74832,"NA"
"451",2018-04-27,218026,929579,24225.1111111111,103286.555555556,9,180452,40.59867,53.73807,"NA"
"452",2018-04-28,193636,795085,21515.1111111111,88342.7777777778,9,174913,40.37253,53.95501,"NA"
"453",2018-04-29,67057,340415,22352.3333333333,113471.666666667,3,172607,40.37253,53.95501,"NA"
"454",2018-04-30,218185,985208,21818.5,98520.8,10,142865,40.64146,53.66854,"NA"
"455",2018-05-01,124337,580549,17762.4285714286,82935.5714285714,7,153124,41.21312,52.94305,"NA"
"456",2018-05-02,157788,631545,22541.1428571429,90220.7142857143,7,146975,41.15172,52.91795,"NA"
"457",2018-05-03,153318,711041,17035.3333333333,79004.5555555556,9,130162,41.31839,52.53112,"NA"
"458",2018-05-04,210353,928011,21035.3,92801.1,10,168742,41.41713,52.48483,"NA"
"459",2018-05-05,61787,306866,15446.75,76716.5,4,115890,42.0897,52.03342,"NA"
"460",2018-05-06,NA,NA,NA,NA,0,0,42.0897,52.03342,NA
"461",2018-05-07,235065,956880,21369.5454545455,86989.0909090909,11,151472,42.01726,51.94051,"NA"
"462",2018-05-08,123606,502823,24721.2,100564.6,5,171885,41.90759,52.25288,"NA"
"463",2018-05-09,211747,913703,26468.375,114212.875,8,213965,41.8737,51.90628,"NA"
"464",2018-05-10,227736,934211,45547.2,186842.2,5,370674,41.96571,52.03023,"95"
"465",2018-05-11,114460,503300,22892,100660,5,176820,42.02566,51.97548,"NA"
"466",2018-05-12,94021,390742,31340.3333333333,130247.333333333,3,197328,42.12308,52.04174,"NA"
"467",2018-05-13,95119,442350,23779.75,110587.5,4,161966,42.12308,52.04174,"NA"
"468",2018-05-14,159273,783166,22753.2857142857,111880.857142857,7,199138,42.09991,52.39321,"NA"
"469",2018-05-15,121789,605932,17398.4285714286,86561.7142857143,7,180460,42.32984,52.35731,"NA"
"470",2018-05-16,126337,602454,12633.7,60245.4,10,104328,42.14801,52.41426,"NA"
"471",2018-05-17,196253,841319,19625.3,84131.9,10,169541,42.26259,52.27131,"NA"
"472",2018-05-18,222108,907490,22210.8,90749,10,204275,42.38191,52.34803,"NA"
"473",2018-05-19,78453,368704,19613.25,92176,4,183274,42.38191,52.34803,"NA"
"474",2018-05-20,241445,892848,30180.625,111606,8,237690,42.38191,52.34803,"90"
"475",2018-05-21,203820,838009,20382,83800.9,10,147308,42.01738,52.68593,"NA"
"476",2018-05-22,24739,124729,12369.5,62364.5,2,82177,42.2518,52.59256,"NA"
"477",2018-05-23,310953,1245471,18291.3529411765,73263,17,149244,42.15873,52.63732,"NA"
"478",2018-05-24,159465,621280,17718.3333333333,69031.1111111111,9,157132,42.22643,52.69279,"NA"
"479",2018-05-25,NA,NA,NA,NA,0,0,42.25806,52.62941,NA
"480",2018-05-26,NA,NA,NA,NA,0,0,42.70038,52.33014,NA
"481",2018-05-27,NA,NA,NA,NA,0,0,42.70038,52.33014,NA
"482",2018-05-28,NA,NA,NA,NA,0,0,42.58736,52.37592,NA
"483",2018-05-29,NA,NA,NA,NA,0,0,42.40171,52.54118,NA
"484",2018-05-30,NA,NA,NA,NA,0,0,42.29955,52.50706,NA
"485",2018-05-31,NA,NA,NA,NA,0,0,41.64616,52.86674,NA
"486",2018-06-01,NA,NA,NA,NA,0,0,41.61631,52.77813,NA
"487",2018-06-02,NA,NA,NA,NA,0,0,41.60918,52.67281,NA
"488",2018-06-03,NA,NA,NA,NA,0,0,41.60918,52.67281,NA
"489",2018-06-04,NA,NA,NA,NA,0,0,41.60794,52.91071,NA
"490",2018-06-05,NA,NA,NA,NA,0,0,41.41488,52.99069,NA
"491",2018-06-06,NA,NA,NA,NA,0,0,41.31416,52.56133,NA
"492",2018-06-07,NA,NA,NA,NA,0,0,41.86653,52.44299,NA
"493",2018-06-08,NA,NA,NA,NA,0,0,41.77634,52.53764,NA
"494",2018-06-09,NA,NA,NA,NA,0,0,41.62884,52.64178,NA
"495",2018-06-10,NA,NA,NA,NA,0,0,41.62884,52.64178,NA
"496",2018-06-11,NA,NA,NA,NA,0,0,41.50231,52.72633,NA
"497",2018-06-12,NA,NA,NA,NA,0,0,41.56427,52.58851,NA
"498",2018-06-13,NA,NA,NA,NA,0,0,41.43065,52.53515,NA
"499",2018-06-14,NA,NA,NA,NA,0,0,41.79745,51.69241,NA
"500",2018-06-15,NA,NA,NA,NA,0,0,42.0946,51.81807,NA
"501",2018-06-16,NA,NA,NA,NA,0,0,42.0946,51.81807,NA
"502",2018-06-17,NA,NA,NA,NA,0,0,42.0946,51.81807,NA
"503",2018-06-18,NA,NA,NA,NA,0,0,42.23578,51.61955,NA
"504",2018-06-19,NA,NA,NA,NA,0,0,42.30142,51.53254,NA
"505",2018-06-20,NA,NA,NA,NA,0,0,42.51168,51.4082,NA
"506",2018-06-21,138029,584514,23004.8333333333,97419,6,200985,42.56531,51.34674,"NA"
"507",2018-06-22,279112,1073419,21470.1538461538,82570.6923076923,13,138407,42.37092,51.61048,"NA"
"508",2018-06-23,255793,1128447,17052.8666666667,75229.8,15,186523,42.37092,51.61048,"NA"
"509",2018-06-24,141530,559964,28306,111992.8,5,154759,42.49755,51.60103,"NA"
"510",2018-06-25,371164,1508597,21833.1764705882,88741,17,182024,42.29508,51.5812,"NA"
"511",2018-06-26,201960,898738,18360,81703.4545454545,11,202904,42.19255,51.68388,"NA"
"512",2018-06-27,250039,1226414,15627.4375,76650.875,16,193458,41.87872,52.31686,"NA"
"513",2018-06-28,241101,1082287,17221.5,77306.2142857143,14,116083,41.89148,52.20862,"NA"
"514",2018-06-29,45578,218071,15192.6666666667,72690.3333333333,3,103072,41.75614,52.33812,"NA"
"515",2018-06-30,232392,975730,25821.3333333333,108414.444444444,9,196557,41.75614,52.33812,"NA"
"516",2018-07-01,65373,310449,21791,103483,3,164221,41.79801,52.26242,"NA"
"517",2018-07-02,80201,280050,40100.5,140025,2,279645,42.00296,52.19925,"95"
"518",2018-07-03,319026,1418567,16790.8421052632,74661.4210526316,19,139033,41.83677,52.58812,"NA"
"519",2018-07-04,115888,514415,28972,128603.75,4,273857,41.83677,52.58812,"95"
"520",2018-07-05,125223,583909,20870.5,97318.1666666667,6,219372,41.8582,52.66431,"NA"
"521",2018-07-06,154701,677577,25783.5,112929.5,6,186353,42.24339,52.88004,"NA"
"522",2018-07-07,114618,487293,22923.6,97458.6,5,166394,42.24339,52.88004,"NA"
"523",2018-07-08,204546,723871,51136.5,180967.75,4,426332,42.20303,52.9597,"99"
"524",2018-07-09,141360,632597,20194.2857142857,90371,7,141613,42.13817,52.8242,"NA"
"525",2018-07-10,237086,1082277,21553.2727272727,98388.8181818182,11,226168,41.86861,52.97057,"NA"
"526",2018-07-11,189677,789282,18967.7,78928.2,10,149200,41.96289,52.88639,"NA"
"527",2018-07-12,144839,623913,18104.875,77989.125,8,129392,42.28969,52.74878,"NA"
"528",2018-07-13,54000,248006,18000,82668.6666666667,3,125561,42.06443,52.90168,"NA"
"529",2018-07-14,218022,894737,21802.2,89473.7,10,188641,42.03181,53.00668,"NA"
"530",2018-07-15,108913,502021,21782.6,100404.2,5,188581,42.03181,53.00668,"NA"
"531",2018-07-16,223411,952125,22341.1,95212.5,10,169280,42.12241,52.81279,"NA"
"532",2018-07-17,102592,460260,20518.4,92052,5,148453,42.0509,52.66814,"NA"
"533",2018-07-18,286504,1215656,22038.7692307692,93512,13,163512,41.76017,52.83702,"NA"
"534",2018-07-19,266619,1047608,20509.1538461538,80585.2307692308,13,156370,41.78589,52.8283,"NA"
"535",2018-07-20,153441,657837,21920.1428571429,93976.7142857143,7,190247,41.78527,52.74246,"NA"
"536",2018-07-21,136708,542135,22784.6666666667,90355.8333333333,6,220718,41.71679,52.87256,"NA"
"537",2018-07-22,196380,759034,24547.5,94879.25,8,197856,41.9939,52.81791,"NA"
"538",2018-07-23,304863,1131195,30486.3,113119.5,10,439982,41.7831,52.85764,"99"
"539",2018-07-24,232396,1035950,16599.7142857143,73996.4285714286,14,167495,41.37473,53.35511,"NA"
"540",2018-07-25,287847,1214308,19189.8,80953.8666666667,15,152941,41.33853,53.03458,"NA"
"541",2018-07-26,218791,920003,19890.0909090909,83636.6363636364,11,209934,41.2835,53.02335,"NA"
"542",2018-07-27,293091,1237571,18318.1875,77348.1875,16,147984,41.47915,52.99194,"NA"
"543",2018-07-28,68750,259770,22916.6666666667,86590,3,148970,41.47915,52.99194,"NA"
"544",2018-07-29,314142,1237837,22438.7142857143,88416.9285714286,14,170692,41.20658,53.16719,"NA"
"545",2018-07-30,156683,710938,14243.9090909091,64630.7272727273,11,145980,41.30453,52.9963,"NA"
"546",2018-07-31,300520,1236060,18782.5,77253.75,16,146561,41.41338,52.85781,"NA"
"547",2018-08-01,223710,880210,17208.4615384615,67708.4615384615,13,121996,41.299,52.90955,"NA"
"548",2018-08-02,220285,981003,18357.0833333333,81750.25,12,180216,41.43415,52.81184,"NA"
"549",2018-08-03,143118,635115,15902,70568.3333333333,9,121469,41.43453,52.80482,"NA"
"550",2018-08-04,247267,1042484,19020.5384615385,80191.0769230769,13,229694,41.43453,52.80482,"NA"
"551",2018-08-05,235925,987660,21447.7272727273,89787.2727272727,11,164812,41.43453,52.80482,"NA"
"552",2018-08-06,163937,636513,18215.2222222222,70723.6666666667,9,119859,41.46711,52.72193,"NA"
"553",2018-08-07,76349,296576,25449.6666666667,98858.6666666667,3,174147,41.45063,52.666,"NA"
"554",2018-08-08,214512,989070,21451.2,98907,10,188902,41.71214,52.45969,"NA"
"555",2018-08-09,145239,550573,24206.5,91762.1666666667,6,182897,41.91957,52.39185,"NA"
"556",2018-08-10,226036,950651,28254.5,118831.375,8,205178,41.9125,52.49004,"NA"
"557",2018-08-11,209010,836080,23223.3333333333,92897.7777777778,9,188514,41.9125,52.49004,"NA"
"558",2018-08-12,121375,478210,24275,95642,5,140692,41.9125,52.49004,"NA"
"559",2018-08-13,208982,930627,17415.1666666667,77552.25,12,143829,41.81873,52.54657,"NA"
"560",2018-08-14,308911,1263504,18171.2352941176,74323.7647058823,17,162346,42.20527,52.3893,"NA"
"561",2018-08-15,234672,975654,14667,60978.375,16,118165,42.05485,52.44334,"NA"
"562",2018-08-16,396156,1530226,23303.2941176471,90013.2941176471,17,175236,42.11238,52.43953,"NA"
"563",2018-08-17,339040,1368823,18835.5555555556,76045.7222222222,18,140536,41.97367,52.54111,"NA"
"564",2018-08-18,322494,1264193,21499.6,84279.5333333333,15,198232,41.97367,52.54111,"NA"
"565",2018-08-19,141275,554043,23545.8333333333,92340.5,6,146355,41.97367,52.54111,"NA"
"566",2018-08-20,205720,784142,22857.7777777778,87126.8888888889,9,144891,42.2604,52.33932,"NA"
"567",2018-08-21,241703,1005747,18592.5384615385,77365.1538461538,13,137168,41.77507,52.78539,"NA"
"568",2018-08-22,238969,997856,18382.2307692308,76758.1538461538,13,188419,42.12536,52.91469,"NA"
"569",2018-08-23,213176,855599,17764.6666666667,71299.9166666667,12,192677,42.08969,52.9692,"NA"
"570",2018-08-24,272617,1047374,22718.0833333333,87281.1666666667,12,237827,41.46597,53.56819,"90"
"571",2018-08-25,288615,1176817,22201.1538461538,90524.3846153846,13,195657,41.46597,53.56819,"NA"
"572",2018-08-26,109823,517759,27455.75,129439.75,4,259275,41.88652,53.37158,"90"
"573",2018-08-27,205850,882557,22872.2222222222,98061.8888888889,9,224981,41.86845,53.38425,"NA"
"574",2018-08-28,201342,754857,20134.2,75485.7,10,149537,41.37738,53.63121,"NA"
"575",2018-08-29,520434,1998621,21684.75,83275.875,24,187268,41.44618,53.62854,"NA"
"576",2018-08-30,370057,1443981,20558.7222222222,80221.1666666667,18,162767,41.50489,53.53966,"NA"
"577",2018-08-31,94609,385222,23652.25,96305.5,4,155014,40.25376,54.46505,"NA"
"578",2018-09-01,324735,1336074,19102.0588235294,78592.5882352941,17,223663,40.25376,54.46505,"NA"
"579",2018-09-02,145841,599569,24306.8333333333,99928.1666666667,6,170143,40.25376,54.46505,"NA"
"580",2018-09-03,199430,842187,19943,84218.7,10,152501,40.05969,54.12732,"NA"
"581",2018-09-04,210221,807547,17518.4166666667,67295.5833333333,12,130377,40.05544,54.1169,"NA"
"582",2018-09-05,319878,1265973,21325.2,84398.2,15,155354,39.89795,53.72744,"NA"
"583",2018-09-06,203138,812107,25392.25,101513.375,8,256426,40.18283,53.62342,"90"
"584",2018-09-07,191322,822622,21258,91402.4444444444,9,181709,40.32932,53.55642,"NA"
"585",2018-09-08,100549,420982,20109.8,84196.4,5,140827,40.57383,53.42497,"NA"
"586",2018-09-09,297132,1213490,21223.7142857143,86677.8571428571,14,165824,40.57383,53.42497,"NA"
"587",2018-09-10,329613,1268059,20600.8125,79253.6875,16,195036,39.95338,53.70799,"NA"
"588",2018-09-11,179007,725257,17900.7,72525.7,10,141283,39.99632,53.50335,"NA"
"589",2018-09-12,212875,872572,16375,67120.9230769231,13,138056,39.87929,53.65907,"NA"
"590",2018-09-13,181840,736077,15153.3333333333,61339.75,12,112121,39.86902,53.7475,"NA"
"591",2018-09-14,114951,455580,19158.5,75930,6,163693,39.9229,53.69741,"NA"
"592",2018-09-15,232461,936083,16604.3571428571,66863.0714285714,14,147817,40.15711,53.61845,"NA"
"593",2018-09-16,124632,504520,17804.5714285714,72074.2857142857,7,128060,40.15711,53.61845,"NA"
"594",2018-09-17,215387,827361,17948.9166666667,68946.75,12,133689,40.14128,53.67366,"NA"
"595",2018-09-18,194386,818476,16198.8333333333,68206.3333333333,12,106832,40.37808,53.78665,"NA"
"596",2018-09-19,177863,756160,19762.5555555556,84017.7777777778,9,150664,40.34524,53.80382,"NA"
"597",2018-09-20,228202,927658,16300.1428571429,66261.2857142857,14,147465,40.45973,53.64421,"NA"
"598",2018-09-21,248980,1019015,15561.25,63688.4375,16,145585,40.48059,53.84317,"NA"
"599",2018-09-22,105834,457517,17639,76252.8333333333,6,127413,40.61161,53.78769,"NA"
"600",2018-09-23,53734,289361,17911.3333333333,96453.6666666667,3,122477,41.2412,53.47976,"NA"
"601",2018-09-24,89217,391819,11152.125,48977.375,8,108100,41.29663,53.41055,"NA"
"602",2018-09-25,245495,1012164,16366.3333333333,67477.6,15,148333,41.39958,53.18158,"NA"
"603",2018-09-26,194766,784165,21640.6666666667,87129.4444444444,9,177027,41.37306,52.78449,"NA"
"604",2018-09-27,86383,325730,86383,325730,1,412113,41.3852,52.81038,"99"
"605",2018-09-28,NA,NA,NA,NA,0,0,41.47449,52.75343,NA
"606",2018-09-29,102741,401355,34247,133785,3,222639,41.51086,52.66348,"NA"
"607",2018-09-30,200602,817839,33433.6666666667,136306.5,6,271797,41.51086,52.66348,"90"
"608",2018-10-01,80699,385093,16139.8,77018.6,5,159946,41.77248,52.67857,"NA"
"609",2018-10-02,184240,825684,18424,82568.4,10,215124,41.82192,52.4287,"NA"
"610",2018-10-03,223829,987521,14921.9333333333,65834.7333333333,15,130438,41.87678,52.6498,"NA"
"611",2018-10-04,252178,1074546,22925.2727272727,97686,11,195756,42.12016,52.42305,"NA"
"612",2018-10-05,164829,691680,32965.8,138336,5,240352,42.17231,52.17771,"90"
"613",2018-10-06,173350,771438,34670,154287.6,5,325240,42.37732,52.0429,"95"
"614",2018-10-07,118290,457642,29572.5,114410.5,4,295771,42.32673,52.20658,"95"
"615",2018-10-08,109432,469660,13679,58707.5,8,95413,42.4774,51.96074,"NA"
"616",2018-10-09,151153,632499,13741.1818181818,57499.9090909091,11,119726,42.03722,52.18724,"NA"
"617",2018-10-10,118702,505157,14837.75,63144.625,8,118807,41.70533,52.55905,"NA"
"618",2018-10-11,100682,438663,12585.25,54832.875,8,116341,41.82181,52.53425,"NA"
"619",2018-10-12,169076,763244,15370.5454545455,69385.8181818182,11,153297,41.77359,52.5428,"NA"
"620",2018-10-13,163396,703985,16339.6,70398.5,10,125510,41.79047,52.60779,"NA"
"621",2018-10-14,141566,672308,15729.5555555556,74700.8888888889,9,149617,41.77902,52.59402,"NA"
"622",2018-10-15,131611,579061,18801.5714285714,82723,7,146406,42.02434,52.23667,"NA"
"623",2018-10-16,355728,1398637,20925.1764705882,82272.7647058823,17,187042,41.9318,52.3923,"NA"
"624",2018-10-17,357872,1450624,17893.6,72531.2,20,214012,42.62228,52.11006,"NA"
"625",2018-10-18,265375,979730,18955.3571428571,69980.7142857143,14,190759,42.59281,52.1712,"NA"
"626",2018-10-19,230017,849253,20910.6363636364,77204.8181818182,11,128527,42.21207,52.37615,"NA"
"627",2018-10-20,207863,810954,17321.9166666667,67579.5,12,142729,42.26097,52.45376,"NA"
"628",2018-10-21,191555,735974,31925.8333333333,122662.333333333,6,232415,42.6729,52.16442,"90"
"629",2018-10-22,289252,1077219,20660.8571428571,76944.2142857143,14,181031,43.10784,52.00527,"NA"
"630",2018-10-23,280990,1004264,20070.7142857143,71733.1428571429,14,312449,43.0744,51.99219,"95"
"631",2018-10-24,170091,671288,24298.7142857143,95898.2857142857,7,165007,42.80265,51.95629,"NA"
"632",2018-10-25,320623,1237305,17812.3888888889,68739.1666666667,18,231791,42.76526,52.18877,"NA"
"633",2018-10-26,270759,1024923,24614.4545454545,93174.8181818182,11,185263,42.39629,52.47439,"NA"
"634",2018-10-27,219315,857194,16870.3846153846,65938,13,128080,42.44626,52.47462,"NA"
"635",2018-10-28,97937,395836,24484.25,98959,4,186148,42.44081,52.48666,"NA"
"636",2018-10-29,281744,1033253,40249.1428571429,147607.571428571,7,434585,42.3738,52.91662,"99"
"637",2018-10-30,332508,1180151,15114,53643.2272727273,22,156529,42.2276,53.07038,"NA"
"638",2018-10-31,328023,1160462,21868.2,77364.1333333333,15,160687,42.00508,53.32474,"NA"
"639",2018-11-01,160719,614516,16071.9,61451.6,10,123130,41.9981,53.16946,"NA"
"640",2018-11-02,210041,770802,21004.1,77080.2,10,265407,42.10896,52.9453,"90"
"641",2018-11-03,333309,1226075,16665.45,61303.75,20,200200,42.15896,52.83494,"NA"
"642",2018-11-04,148292,569916,16476.8888888889,63324,9,139905,42.22689,52.63494,"NA"
"643",2018-11-05,304096,1071067,19006,66941.6875,16,167483,41.86553,52.81537,"NA"
"644",2018-11-06,199313,780972,13287.5333333333,52064.8,15,119226,41.81629,52.81863,"NA"
"645",2018-11-07,353279,1623362,25234.2142857143,115954.428571429,14,303271,41.9674,52.43216,"95"
"646",2018-11-08,44885,222234,22442.5,111117,2,152365,42.04834,52.39137,"NA"
"647",2018-11-09,401536,1402287,33461.3333333333,116857.25,12,218268,42.16344,52.48321,"NA"
"648",2018-11-10,203830,925036,22647.7777777778,102781.777777778,9,166100,42.16344,52.48321,"NA"
"649",2018-11-11,86040,391498,21510,97874.5,4,133665,42.16344,52.48321,"NA"
"650",2018-11-12,199182,848635,22131.3333333333,94292.7777777778,9,155328,41.8031,52.6801,"NA"
"651",2018-11-13,342104,1342972,24436,95926.5714285714,14,198188,41.75856,52.76469,"NA"
"652",2018-11-14,87410,400856,17482,80171.2,5,123511,42.01041,52.67213,"NA"
"653",2018-11-15,212287,833719,23587.4444444444,92635.4444444444,9,144740,42.42001,53.02117,"NA"
